datetime,carbon_intensity,cfe_pct,re_pct,region,temp_c,wind_speed,cloud_cover,solar_radiation,hour,day_of_week,month
2023-02-06 15:00:00,200.57,53.71,40.88,california,4.5,6.4,7,0.0,15,0,2
2023-02-06 16:00:00,142.05,67.67,56.06,california,5.8,5.5,11,43.0,16,0,2
2023-02-06 17:00:00,117.92,73.76,62.12,california,8.2,8.0,18,214.0,17,0,2
2023-02-06 18:00:00,117.15,73.95,62.05,california,10.2,9.3,0,391.0,18,0,2
2023-02-06 19:00:00,121.94,72.56,60.71,california,11.8,12.7,0,532.0,19,0,2
2023-02-06 20:00:00,122.33,72.49,60.52,california,12.5,15.5,0,618.0,20,0,2
2023-02-06 21:00:00,122.35,72.52,60.54,california,13.0,15.8,0,642.0,21,0,2
2023-02-06 22:00:00,120.8,73.0,60.87,california,13.6,15.5,0,602.0,22,0,2
2023-02-06 23:00:00,138.66,68.34,56.53,california,13.8,15.5,6,499.0,23,0,2
2023-02-07 00:00:00,187.36,56.76,43.18,california,14.1,13.3,0,346.0,0,1,2
2023-02-07 01:00:00,244.06,43.48,29.72,california,12.6,10.0,40,163.0,1,1,2
2023-02-07 02:00:00,251.7,41.62,28.32,california,9.6,8.7,98,18.0,2,1,2
2023-02-07 03:00:00,258.55,40.0,26.49,california,8.8,6.7,96,0.0,3,1,2
2023-02-07 04:00:00,260.71,39.44,25.82,california,7.5,7.1,53,0.0,4,1,2
2023-02-07 05:00:00,257.1,40.7,26.85,california,8.4,5.5,6,0.0,5,1,2
2023-02-07 06:00:00,254.4,41.67,26.8,california,9.4,2.8,0,0.0,6,1,2
2023-02-07 07:00:00,255.33,41.39,25.86,california,9.4,4.5,0,0.0,7,1,2
2023-02-07 08:00:00,257.75,41.02,24.93,california,7.1,7.0,0,0.0,8,1,2
2023-02-07 09:00:00,259.58,40.66,24.2,california,6.1,8.3,0,0.0,9,1,2
2023-02-07 10:00:00,265.84,38.71,22.62,california,5.2,9.4,0,0.0,10,1,2
2023-02-07 11:00:00,268.65,37.53,21.79,california,4.4,9.4,0,0.0,11,1,2
2023-02-07 12:00:00,265.83,38.25,22.91,california,5.1,7.4,0,0.0,12,1,2
2023-02-07 13:00:00,261.36,39.09,25.09,california,4.2,7.8,38,0.0,13,1,2
2023-02-07 14:00:00,254.59,40.61,27.63,california,3.6,9.3,30,0.0,14,1,2
2023-02-07 15:00:00,229.11,46.56,34.37,california,3.7,11.1,30,0.0,15,1,2
2023-02-07 16:00:00,153.05,64.9,53.55,california,5.1,8.1,100,45.0,16,1,2
2023-02-07 17:00:00,126.99,71.11,59.92,california,8.2,2.7,96,192.0,17,1,2
2023-02-07 18:00:00,132.31,69.67,58.31,california,10.1,3.4,42,385.0,18,1,2
2023-02-07 19:00:00,134.24,69.35,57.54,california,11.6,7.6,98,522.0,19,1,2
2023-02-07 20:00:00,139.18,68.47,56.15,california,12.4,7.6,100,573.0,20,1,2
2023-02-07 21:00:00,139.93,68.33,55.86,california,13.2,5.6,100,565.0,21,1,2
2023-02-07 22:00:00,140.63,68.26,55.62,california,13.6,8.3,100,461.0,22,1,2
2023-02-07 23:00:00,147.12,66.52,53.99,california,14.4,6.2,100,420.0,23,1,2
2023-02-08 00:00:00,208.58,51.95,38.4,california,14.1,6.9,1,324.0,0,2,2
2023-02-08 01:00:00,254.67,40.95,27.23,california,12.6,7.2,100,158.0,1,2,2
2023-02-08 02:00:00,261.13,39.5,26.27,california,10.4,6.8,100,15.0,2,2,2
2023-02-08 03:00:00,261.74,39.26,25.76,california,10.1,10.7,29,0.0,3,2,2
2023-02-08 04:00:00,262.08,39.19,25.57,california,8.1,8.2,0,0.0,4,2,2
2023-02-08 05:00:00,269.36,37.83,23.7,california,7.6,6.6,0,0.0,5,2,2
2023-02-08 06:00:00,273.94,36.83,21.99,california,9.7,4.2,0,0.0,6,2,2
2023-02-08 07:00:00,280.83,35.14,19.66,california,8.2,5.3,0,0.0,7,2,2
2023-02-08 08:00:00,281.28,34.87,18.97,california,8.1,4.8,0,0.0,8,2,2
2023-02-08 09:00:00,282.52,34.74,18.21,california,8.7,3.2,0,0.0,9,2,2
2023-02-08 10:00:00,283.91,34.68,17.91,california,6.6,6.5,0,0.0,10,2,2
2023-02-08 11:00:00,281.87,34.97,18.54,california,5.9,7.3,0,0.0,11,2,2
2023-02-08 12:00:00,276.51,35.79,20.06,california,5.4,6.6,58,0.0,12,2,2
2023-02-08 13:00:00,263.81,38.33,24.01,california,5.1,7.4,91,0.0,13,2,2
2023-02-08 14:00:00,253.85,40.26,27.26,california,7.6,2.3,92,0.0,14,2,2
2023-02-08 15:00:00,229.72,46.76,34.02,california,4.5,7.6,71,0.0,15,2,2
2023-02-08 16:00:00,156.05,64.52,52.42,california,5.9,7.6,78,48.0,16,2,2
2023-02-08 17:00:00,124.14,72.59,60.29,california,8.4,4.6,73,223.0,17,2,2
2023-02-08 18:00:00,121.17,73.51,60.54,california,10.2,7.2,0,402.0,18,2,2
2023-02-08 19:00:00,124.72,72.61,59.51,california,12.0,7.3,0,542.0,19,2,2
2023-02-08 20:00:00,126.67,72.08,58.98,california,13.4,6.3,0,629.0,20,2,2
2023-02-08 21:00:00,123.05,73.05,59.9,california,14.7,7.7,0,654.0,21,2,2
2023-02-08 22:00:00,118.53,74.1,61.16,california,15.9,10.6,0,613.0,22,2,2
2023-02-08 23:00:00,135.9,69.77,57.0,california,16.4,12.4,0,511.0,23,2,2
2023-02-09 00:00:00,193.26,55.77,41.73,california,15.2,9.0,0,358.0,0,3,2
2023-02-09 01:00:00,250.23,41.59,27.19,california,13.6,5.7,2,173.0,1,3,2
2023-02-09 02:00:00,259.72,39.13,25.18,california,12.2,5.4,0,21.0,2,3,2
2023-02-09 03:00:00,259.38,39.58,25.44,california,12.8,2.2,0,0.0,3,3,2
2023-02-09 04:00:00,256.87,40.1,25.79,california,12.2,3.4,0,0.0,4,3,2
2023-02-09 05:00:00,261.59,38.91,24.5,california,11.8,2.5,0,0.0,5,3,2
2023-02-09 06:00:00,266.79,37.86,22.78,california,11.2,3.1,0,0.0,6,3,2
2023-02-09 07:00:00,269.18,37.45,21.6,california,10.6,3.6,0,0.0,7,3,2
2023-02-09 08:00:00,276.69,35.12,19.45,california,8.1,6.3,0,0.0,8,3,2
2023-02-09 09:00:00,279.01,34.45,18.55,california,6.3,8.1,0,0.0,9,3,2
2023-02-09 10:00:00,278.9,34.37,18.57,california,5.2,8.9,0,0.0,10,3,2
2023-02-09 11:00:00,277.5,34.72,19.43,california,4.8,8.7,0,0.0,11,3,2
2023-02-09 12:00:00,271.59,35.85,21.73,california,5.3,8.2,0,0.0,12,3,2
2023-02-09 13:00:00,266.47,36.92,23.89,california,4.6,8.7,0,0.0,13,3,2
2023-02-09 14:00:00,258.33,38.74,26.46,california,5.3,7.9,0,0.0,14,3,2
2023-02-09 15:00:00,234.44,44.88,32.94,california,5.7,7.1,0,0.0,15,3,2
2023-02-09 16:00:00,153.76,64.89,53.37,california,6.8,6.9,0,51.0,16,3,2
2023-02-09 17:00:00,113.49,74.9,63.29,california,9.6,5.1,0,229.0,17,3,2
2023-02-09 18:00:00,116.75,74.25,62.19,california,11.4,3.8,0,409.0,18,3,2
2023-02-09 19:00:00,122.42,72.74,60.84,california,12.4,2.5,0,551.0,19,3,2
2023-02-09 20:00:00,120.41,73.29,61.41,california,13.6,2.0,0,638.0,20,3,2
2023-02-09 21:00:00,123.31,72.71,60.88,california,14.9,1.9,0,662.0,21,3,2
2023-02-09 22:00:00,125.82,72.06,60.53,california,15.6,3.3,0,619.0,22,3,2
2023-02-09 23:00:00,136.9,68.92,57.86,california,15.9,5.6,0,515.0,23,3,2
2023-02-10 00:00:00,197.54,54.07,41.66,california,15.8,5.1,0,360.0,0,4,2
2023-02-10 01:00:00,255.53,39.84,26.76,california,14.3,7.2,0,176.0,1,4,2
2023-02-10 02:00:00,261.59,38.51,25.76,california,11.2,7.2,0,22.0,2,4,2
2023-02-10 03:00:00,259.33,39.28,26.03,california,12.8,2.5,0,0.0,3,4,2
2023-02-10 04:00:00,261.57,38.96,25.27,california,12.4,2.9,0,0.0,4,4,2
2023-02-10 05:00:00,264.84,38.22,24.1,california,11.9,3.6,0,0.0,5,4,2
2023-02-10 06:00:00,272.95,35.97,21.13,california,9.8,5.8,0,0.0,6,4,2
2023-02-10 07:00:00,273.53,35.75,20.25,california,10.4,5.2,0,0.0,7,4,2
2023-02-10 08:00:00,274.47,35.33,19.88,california,10.2,4.4,0,0.0,8,4,2
2023-02-10 09:00:00,275.6,34.99,19.2,california,9.4,0.8,0,0.0,9,4,2
2023-02-10 10:00:00,281.19,33.63,17.84,california,8.4,0.4,0,0.0,10,4,2
2023-02-10 11:00:00,282.05,33.47,17.94,california,8.0,4.2,0,0.0,11,4,2
2023-02-10 12:00:00,278.55,34.26,19.29,california,7.9,2.4,0,0.0,12,4,2
2023-02-10 13:00:00,271.27,35.77,21.86,california,6.1,6.0,0,0.0,13,4,2
2023-02-10 14:00:00,258.37,38.82,25.6,california,4.8,7.6,0,0.0,14,4,2
2023-02-10 15:00:00,227.75,46.6,34.45,california,7.6,4.8,0,0.0,15,4,2
2023-02-10 16:00:00,155.44,64.13,53.2,california,7.6,2.3,5,56.0,16,4,2
2023-02-10 17:00:00,125.79,71.64,60.78,california,8.9,3.7,1,237.0,17,4,2
2023-02-10 18:00:00,133.18,69.82,58.89,california,10.7,1.8,44,420.0,18,4,2
2023-02-10 19:00:00,132.42,70.03,58.83,california,12.1,11.7,78,519.0,19,4,2
2023-02-10 20:00:00,132.84,69.97,58.64,california,13.2,16.5,100,539.0,20,4,2
2023-02-10 21:00:00,134.08,69.75,58.26,california,14.1,17.3,100,536.0,21,4,2
2023-02-10 22:00:00,138.4,68.73,57.02,california,13.9,17.7,100,381.0,22,4,2
2023-02-10 23:00:00,152.81,65.26,52.76,california,13.5,15.7,38,312.0,23,4,2
2023-02-11 00:00:00,218.29,48.91,35.08,california,14.1,17.4,47,251.0,0,5,2
2023-02-11 01:00:00,254.0,39.95,25.82,california,12.6,14.7,72,137.0,1,5,2
2023-02-11 02:00:00,258.46,39.05,24.86,california,10.3,15.3,100,17.0,2,5,2
2023-02-11 03:00:00,259.38,38.75,24.32,california,10.2,10.7,100,0.0,3,5,2
2023-02-11 04:00:00,260.99,38.37,23.88,california,9.8,11.7,59,0.0,4,5,2
2023-02-11 05:00:00,265.17,37.54,22.71,california,7.8,5.9,20,0.0,5,5,2
2023-02-11 06:00:00,270.38,36.6,21.64,california,9.1,2.8,34,0.0,6,5,2
2023-02-11 07:00:00,271.83,36.26,20.75,california,7.1,8.2,43,0.0,7,5,2
2023-02-11 08:00:00,268.48,37.06,21.38,california,7.1,9.9,43,0.0,8,5,2
2023-02-11 09:00:00,266.18,38.37,21.81,california,6.7,10.5,66,0.0,9,5,2
2023-02-11 10:00:00,262.33,39.32,22.58,california,7.5,11.3,76,0.0,10,5,2
2023-02-11 11:00:00,256.47,40.67,24.0,california,7.8,12.5,74,0.0,11,5,2
2023-02-11 12:00:00,256.21,40.68,24.14,california,7.8,10.2,91,0.0,12,5,2
2023-02-11 13:00:00,259.61,39.74,23.97,california,7.9,11.8,98,0.0,13,5,2
2023-02-11 14:00:00,258.36,39.67,24.68,california,7.4,12.8,90,0.0,14,5,2
2023-02-11 15:00:00,232.66,45.56,31.61,california,7.2,13.3,78,0.0,15,5,2
2023-02-11 16:00:00,168.27,60.81,48.67,california,7.6,12.9,70,39.0,16,5,2
2023-02-11 17:00:00,135.75,68.91,57.0,california,8.2,9.6,93,158.0,17,5,2
2023-02-11 18:00:00,127.92,71.03,59.17,california,8.6,10.2,99,275.0,18,5,2
2023-02-11 19:00:00,121.85,72.73,60.41,california,9.6,3.8,95,297.0,19,5,2
2023-02-11 20:00:00,124.65,72.01,59.82,california,9.8,10.0,97,214.0,20,5,2
2023-02-11 21:00:00,126.99,71.47,59.13,california,10.9,13.6,99,307.0,21,5,2
2023-02-11 22:00:00,127.53,71.21,59.11,california,11.8,11.2,63,301.0,22,5,2
2023-02-11 23:00:00,138.6,68.49,56.42,california,12.6,12.7,7,467.0,23,5,2
2023-02-12 00:00:00,181.38,58.29,44.36,california,12.6,13.1,2,354.0,0,6,2
2023-02-12 01:00:00,229.29,47.21,32.25,california,12.0,14.5,100,134.0,1,6,2
2023-02-12 02:00:00,238.03,44.84,30.25,california,10.4,12.3,99,16.0,2,6,2
2023-02-12 03:00:00,242.26,43.78,29.14,california,8.8,8.2,100,0.0,3,6,2
2023-02-12 04:00:00,247.73,42.27,27.51,california,8.6,9.2,92,0.0,4,6,2
2023-02-12 05:00:00,250.77,41.48,26.63,california,9.1,1.3,40,0.0,5,6,2
2023-02-12 06:00:00,257.93,39.85,24.81,california,8.2,2.2,10,0.0,6,6,2
2023-02-12 07:00:00,264.3,38.41,22.98,california,8.1,3.3,0,0.0,7,6,2
2023-02-12 08:00:00,264.34,38.79,23.23,california,4.5,7.5,0,0.0,8,6,2
2023-02-12 09:00:00,266.43,38.2,22.65,california,4.8,5.9,0,0.0,9,6,2
2023-02-12 10:00:00,257.21,40.04,24.46,california,5.1,5.9,0,0.0,10,6,2
2023-02-12 11:00:00,255.47,40.46,24.77,california,5.2,6.6,1,0.0,11,6,2
2023-02-12 12:00:00,256.52,40.0,24.57,california,4.6,10.7,36,0.0,12,6,2
2023-02-12 13:00:00,256.28,39.91,24.84,california,3.5,9.2,45,0.0,13,6,2
2023-02-12 14:00:00,257.84,39.62,24.72,california,3.1,8.5,52,0.0,14,6,2
2023-02-12 15:00:00,234.98,45.62,30.87,california,3.8,6.2,39,0.0,15,6,2
2023-02-12 16:00:00,170.96,61.67,46.73,california,6.0,5.2,85,59.0,16,6,2
2023-02-12 17:00:00,129.93,71.91,56.74,california,9.0,7.1,57,238.0,17,6,2
2023-02-12 18:00:00,115.27,75.33,60.2,california,11.6,12.3,81,422.0,18,6,2
2023-02-12 19:00:00,118.22,74.47,59.93,california,13.9,14.6,20,568.0,19,6,2
2023-02-12 20:00:00,115.79,74.98,60.6,california,15.4,15.2,38,658.0,20,6,2
2023-02-12 21:00:00,114.81,75.25,61.24,california,15.9,16.1,31,684.0,21,6,2
2023-02-12 22:00:00,116.32,75.07,60.69,california,16.2,15.1,6,643.0,22,6,2
2023-02-12 23:00:00,139.5,69.78,54.04,california,16.6,14.9,16,538.0,23,6,2
2023-02-13 00:00:00,196.25,56.13,39.71,california,17.0,12.5,0,384.0,0,0,2
2023-02-13 01:00:00,224.24,49.15,33.35,california,14.9,9.4,0,193.0,1,0,2
2023-02-13 02:00:00,225.17,48.29,33.32,california,10.9,8.2,0,28.0,2,0,2
2023-02-13 03:00:00,229.11,47.15,32.33,california,11.1,6.1,0,0.0,3,0,2
2023-02-13 04:00:00,230.88,46.42,31.84,california,12.7,2.0,0,0.0,4,0,2
2023-02-13 05:00:00,234.76,45.72,31.03,california,12.4,3.6,0,0.0,5,0,2
2023-02-13 06:00:00,241.52,44.05,28.63,california,11.4,0.8,0,0.0,6,0,2
2023-02-13 07:00:00,238.76,44.47,28.93,california,10.4,2.7,0,0.0,7,0,2
2023-02-13 08:00:00,230.41,46.72,31.08,california,9.9,4.0,0,0.0,8,0,2
2023-02-13 09:00:00,228.48,47.35,30.72,california,9.6,3.2,0,0.0,9,0,2
2023-02-13 10:00:00,237.8,45.33,28.34,california,9.6,2.7,0,0.0,10,0,2
2023-02-13 11:00:00,253.66,41.52,24.17,california,9.6,1.0,0,0.0,11,0,2
2023-02-13 12:00:00,257.9,40.23,23.7,california,6.6,7.2,0,0.0,12,0,2
2023-02-13 13:00:00,252.27,41.73,26.03,california,6.6,6.9,0,0.0,13,0,2
2023-02-13 14:00:00,245.01,43.1,28.42,california,5.2,9.0,0,0.0,14,0,2
2023-02-13 15:00:00,227.41,47.15,33.45,california,5.4,8.6,23,0.0,15,0,2
2023-02-13 16:00:00,165.81,61.49,50.05,california,7.7,7.2,16,62.0,16,0,2
2023-02-13 17:00:00,124.55,71.61,60.31,california,10.8,6.1,0,245.0,17,0,2
2023-02-13 18:00:00,116.26,73.72,62.57,california,12.2,5.9,0,429.0,18,0,2
2023-02-13 19:00:00,113.63,74.36,63.11,california,13.4,4.9,0,571.0,19,0,2
2023-02-13 20:00:00,113.57,74.43,63.3,california,14.8,11.2,0,655.0,20,0,2
2023-02-13 21:00:00,111.06,74.94,64.12,california,15.7,13.6,3,678.0,21,0,2
2023-02-13 22:00:00,109.57,75.17,64.95,california,16.0,16.1,2,637.0,22,0,2
2023-02-13 23:00:00,114.72,74.02,63.31,california,15.1,16.8,23,533.0,23,0,2
2023-02-14 00:00:00,146.51,66.47,54.35,california,15.6,15.3,24,373.0,0,1,2
2023-02-14 01:00:00,204.43,53.23,40.1,california,13.3,11.8,50,192.0,1,1,2
2023-02-14 02:00:00,213.31,51.25,38.41,california,10.7,9.8,94,26.0,2,1,2
2023-02-14 03:00:00,213.37,51.52,38.52,california,9.5,12.4,100,0.0,3,1,2
2023-02-14 04:00:00,214.59,51.26,37.93,california,8.9,10.0,100,0.0,4,1,2
2023-02-14 05:00:00,223.46,48.89,35.27,california,8.9,16.3,100,0.0,5,1,2
2023-02-14 06:00:00,225.15,48.99,34.77,california,8.8,18.4,75,0.0,6,1,2
2023-02-14 07:00:00,221.31,50.74,35.46,california,7.8,13.5,71,0.0,7,1,2
2023-02-14 08:00:00,218.27,51.67,35.81,california,7.2,15.0,8,0.0,8,1,2
2023-02-14 09:00:00,212.19,52.71,36.82,california,6.4,14.2,67,0.0,9,1,2
2023-02-14 10:00:00,210.1,53.11,37.18,california,5.8,12.6,21,0.0,10,1,2
2023-02-14 11:00:00,214.35,51.74,36.13,california,4.9,10.9,15,0.0,11,1,2
2023-02-14 12:00:00,219.38,49.93,34.6,california,5.2,11.2,4,0.0,12,1,2
2023-02-14 13:00:00,223.91,47.74,34.06,california,5.6,12.0,0,0.0,13,1,2
2023-02-14 14:00:00,226.43,47.02,33.93,california,5.4,14.3,0,0.0,14,1,2
2023-02-14 15:00:00,210.93,50.91,39.17,california,4.7,12.8,0,0.0,15,1,2
2023-02-14 16:00:00,169.74,60.31,49.95,california,6.1,13.3,0,64.0,16,1,2
2023-02-14 17:00:00,138.45,68.17,58.02,california,7.4,16.6,0,251.0,17,1,2
2023-02-14 18:00:00,120.12,72.72,62.16,california,8.6,21.4,0,435.0,18,1,2
2023-02-14 19:00:00,109.52,75.76,64.56,california,9.9,25.0,0,582.0,19,1,2
2023-02-14 20:00:00,114.29,74.87,63.36,california,10.7,28.8,2,671.0,20,1,2
2023-02-14 21:00:00,114.63,74.3,63.59,california,11.1,33.9,68,677.0,21,1,2
2023-02-14 22:00:00,123.47,72.66,61.65,california,9.8,31.3,48,391.0,22,1,2
2023-02-14 23:00:00,146.72,66.79,55.6,california,9.5,29.1,23,313.0,23,1,2
2023-02-15 00:00:00,198.65,54.7,41.89,california,8.9,21.6,15,252.0,0,2,2
2023-02-15 01:00:00,233.08,45.89,33.36,california,8.4,17.6,98,110.0,1,2,2
2023-02-15 02:00:00,241.73,44.05,31.88,california,8.2,10.4,32,15.0,2,2,2
2023-02-15 03:00:00,238.96,44.81,32.6,california,7.0,10.7,4,0.0,3,2,2
2023-02-15 04:00:00,240.54,44.66,32.21,california,6.3,11.5,0,0.0,4,2,2
2023-02-15 05:00:00,236.96,45.46,32.72,california,5.2,9.7,0,0.0,5,2,2
2023-02-15 06:00:00,233.8,46.03,33.0,california,4.1,7.4,0,0.0,6,2,2
2023-02-15 07:00:00,237.44,44.87,31.19,california,3.6,7.4,0,0.0,7,2,2
2023-02-15 08:00:00,242.32,43.31,29.38,california,2.6,8.4,0,0.0,8,2,2
2023-02-15 09:00:00,246.7,42.24,28.22,california,2.6,10.7,0,0.0,9,2,2
2023-02-15 10:00:00,247.89,42.06,27.74,california,2.3,11.4,0,0.0,10,2,2
2023-02-15 11:00:00,250.61,41.55,26.77,california,1.9,10.7,0,0.0,11,2,2
2023-02-15 12:00:00,250.21,41.38,27.33,california,2.2,11.8,0,0.0,12,2,2
2023-02-15 13:00:00,245.26,41.72,29.33,california,3.1,13.1,0,0.0,13,2,2
2023-02-15 14:00:00,249.35,40.29,28.83,california,2.9,13.5,0,0.0,14,2,2
2023-02-15 15:00:00,218.01,47.79,37.2,california,2.1,11.7,0,0.0,15,2,2
2023-02-15 16:00:00,157.0,63.22,53.46,california,4.6,10.0,0,72.0,16,2,2
2023-02-15 17:00:00,125.78,71.0,61.2,california,7.2,13.1,0,266.0,17,2,2
2023-02-15 18:00:00,116.09,73.57,63.24,california,9.0,15.4,0,453.0,18,2,2
2023-02-15 19:00:00,121.54,72.37,61.74,california,10.6,14.8,1,600.0,19,2,2
2023-02-15 20:00:00,122.96,71.96,61.21,california,11.8,15.3,0,689.0,20,2,2
2023-02-15 21:00:00,123.9,71.81,60.68,california,12.4,15.5,0,711.0,21,2,2
2023-02-15 22:00:00,124.12,71.62,60.75,california,12.8,15.7,0,666.0,22,2,2
2023-02-15 23:00:00,129.35,69.96,59.74,california,12.9,15.5,0,559.0,23,2,2
2023-02-16 00:00:00,182.55,57.16,45.42,california,13.5,11.0,0,401.0,0,3,2
2023-02-16 01:00:00,249.65,40.76,28.52,california,11.9,10.6,0,209.0,1,3,2
2023-02-16 02:00:00,262.55,37.23,25.62,california,7.9,8.0,0,35.0,2,3,2
2023-02-16 03:00:00,266.44,35.98,24.68,california,9.6,1.9,0,0.0,3,3,2
2023-02-16 04:00:00,266.16,35.98,24.62,california,4.9,7.2,0,0.0,4,3,2
2023-02-16 05:00:00,270.09,35.29,23.43,california,3.8,10.2,0,0.0,5,3,2
2023-02-16 06:00:00,273.65,34.73,22.05,california,3.1,10.2,0,0.0,6,3,2
2023-02-16 07:00:00,272.33,35.09,21.99,california,2.2,11.2,0,0.0,7,3,2
2023-02-16 08:00:00,278.11,34.22,20.11,california,1.1,9.4,0,0.0,8,3,2
2023-02-16 09:00:00,279.87,33.84,19.38,california,0.6,8.2,2,0.0,9,3,2
2023-02-16 10:00:00,277.7,34.27,19.87,california,0.6,8.9,39,0.0,10,3,2
2023-02-16 11:00:00,279.12,33.91,19.86,california,0.6,8.8,97,0.0,11,3,2
2023-02-16 12:00:00,275.85,34.71,21.51,california,-0.1,7.6,100,0.0,12,3,2
2023-02-16 13:00:00,266.88,35.97,24.16,california,0.3,8.2,100,0.0,13,3,2
2023-02-16 14:00:00,260.92,37.74,26.57,california,0.9,9.0,100,0.0,14,3,2
2023-02-16 15:00:00,231.43,45.28,34.93,california,0.8,7.9,100,0.0,15,3,2
2023-02-16 16:00:00,172.82,59.91,49.74,california,3.5,5.6,100,47.0,16,3,2
2023-02-16 17:00:00,150.57,65.49,54.88,california,6.9,4.3,100,171.0,17,3,2
2023-02-16 18:00:00,141.54,67.71,57.04,california,9.9,6.2,100,312.0,18,3,2
2023-02-16 19:00:00,139.82,67.99,57.41,california,12.4,10.9,100,456.0,19,3,2
2023-02-16 20:00:00,144.25,66.98,56.33,california,13.5,12.7,100,486.0,20,3,2
2023-02-16 21:00:00,147.62,66.61,55.25,california,14.2,12.5,100,485.0,21,3,2
2023-02-16 22:00:00,154.33,64.89,53.36,california,14.6,11.8,100,464.0,22,3,2
2023-02-16 23:00:00,169.67,60.76,48.61,california,14.5,12.0,100,411.0,23,3,2
2023-02-17 00:00:00,223.11,47.76,34.19,california,14.9,6.0,88,317.0,0,4,2
2023-02-17 01:00:00,249.22,41.84,28.07,california,13.6,4.0,88,188.0,1,4,2
2023-02-17 02:00:00,264.63,37.96,25.03,california,12.7,6.0,94,31.0,2,4,2
2023-02-17 03:00:00,257.77,39.93,26.93,california,12.1,2.2,69,0.0,3,4,2
2023-02-17 04:00:00,260.03,39.37,26.19,california,10.4,1.8,86,0.0,4,4,2
2023-02-17 05:00:00,261.88,39.65,25.67,california,8.8,3.7,99,0.0,5,4,2
2023-02-17 06:00:00,265.8,38.65,24.07,california,5.3,5.6,99,0.0,6,4,2
2023-02-17 07:00:00,267.64,38.31,23.06,california,4.3,6.9,100,0.0,7,4,2
2023-02-17 08:00:00,268.42,37.85,22.92,california,3.7,6.4,100,0.0,8,4,2
2023-02-17 09:00:00,260.4,39.75,24.34,california,3.0,5.4,100,0.0,9,4,2
2023-02-17 10:00:00,254.21,41.49,26.1,california,3.0,4.4,95,0.0,10,4,2
2023-02-17 11:00:00,247.93,42.84,27.6,california,2.0,5.1,91,0.0,11,4,2
2023-02-17 12:00:00,242.94,43.58,29.07,california,4.0,3.6,98,0.0,12,4,2
2023-02-17 13:00:00,237.93,44.61,30.96,california,4.6,0.5,97,0.0,13,4,2
2023-02-17 14:00:00,237.92,44.86,31.73,california,4.9,1.3,86,0.0,14,4,2
2023-02-17 15:00:00,228.64,47.01,34.34,california,4.8,2.3,63,0.0,15,4,2
2023-02-17 16:00:00,186.96,56.66,44.79,california,4.6,3.0,100,73.0,16,4,2
2023-02-17 17:00:00,152.27,64.81,53.46,california,6.8,6.1,74,260.0,17,4,2
2023-02-17 18:00:00,140.28,67.35,56.89,california,8.7,9.8,56,435.0,18,4,2
2023-02-17 19:00:00,144.73,66.01,55.95,california,10.4,9.1,61,584.0,19,4,2
2023-02-17 20:00:00,150.81,64.66,54.03,california,12.1,9.2,65,679.0,20,4,2
2023-02-17 21:00:00,149.64,65.15,53.87,california,13.9,9.4,58,702.0,21,4,2
2023-02-17 22:00:00,152.27,64.64,52.97,california,15.1,11.3,79,653.0,22,4,2
2023-02-17 23:00:00,164.02,61.37,49.81,california,15.5,14.0,56,549.0,23,4,2
2023-02-18 00:00:00,210.87,50.25,37.6,california,15.7,12.3,42,395.0,0,5,2
2023-02-18 01:00:00,254.08,40.63,27.22,california,14.1,8.9,2,210.0,1,5,2
2023-02-18 02:00:00,263.39,39.01,25.88,california,11.3,6.4,0,38.0,2,5,2
2023-02-18 03:00:00,261.6,39.67,26.23,california,11.4,1.0,0,0.0,3,5,2
2023-02-18 04:00:00,261.48,39.44,25.82,california,8.8,4.5,0,0.0,4,5,2
2023-02-18 05:00:00,264.89,38.68,24.66,california,6.8,4.8,0,0.0,5,5,2
2023-02-18 06:00:00,274.17,36.98,22.6,california,7.2,4.6,0,0.0,6,5,2
2023-02-18 07:00:00,274.37,36.99,21.86,california,4.0,8.4,0,0.0,7,5,2
2023-02-18 08:00:00,273.14,37.85,22.6,california,3.7,10.7,0,0.0,8,5,2
2023-02-18 09:00:00,271.68,38.22,22.36,california,3.2,11.0,0,0.0,9,5,2
2023-02-18 10:00:00,274.26,37.98,21.64,california,3.0,8.2,0,0.0,10,5,2
2023-02-18 11:00:00,277.87,36.97,20.76,california,2.7,10.0,0,0.0,11,5,2
2023-02-18 12:00:00,272.05,38.27,22.22,california,2.7,11.5,0,0.0,12,5,2
2023-02-18 13:00:00,264.83,40.42,24.64,california,1.9,11.2,0,0.0,13,5,2
2023-02-18 14:00:00,260.62,41.35,26.28,california,1.5,10.4,0,0.0,14,5,2
2023-02-18 15:00:00,209.14,53.3,39.68,california,1.0,9.5,0,0.0,15,5,2
2023-02-18 16:00:00,134.48,70.63,57.97,california,4.8,6.9,0,82.0,16,5,2
2023-02-18 17:00:00,99.57,78.99,66.08,california,8.6,2.3,0,279.0,17,5,2
2023-02-18 18:00:00,107.38,77.67,63.57,california,11.1,0.0,0,467.0,18,5,2
2023-02-18 19:00:00,119.83,74.79,60.35,california,13.1,1.1,25,612.0,19,5,2
2023-02-18 20:00:00,121.01,74.72,59.98,california,14.9,3.7,27,693.0,20,5,2
2023-02-18 21:00:00,123.06,74.54,59.5,california,16.0,7.8,33,720.0,21,5,2
2023-02-18 22:00:00,126.56,73.98,58.56,california,16.4,9.4,93,675.0,22,5,2
